,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
349,Leh,IN,34.1667,77.5833,65.8,51,100,0.83,overcast clouds
350,Whitehorse,CA,60.7161,-135.0538,72.37,24,75,6.91,broken clouds
351,Gazojak,TM,41.1875,61.4036,89.58,23,34,10.27,scattered clouds
352,Namatanai,PG,-3.6667,152.4333,84.33,65,35,10.02,scattered clouds
353,Pangkalanbuun,ID,-2.6833,111.6167,82.47,82,100,4.81,overcast clouds
354,Mansar,IN,21.4,79.25,80.33,74,97,2.55,light rain
355,Luganville,VU,-15.5333,167.1667,81.99,74,17,7.02,few clouds
356,Bhadra,IN,29.1167,75.1667,93.18,51,53,15.99,broken clouds
357,Tarakan,ID,3.3,117.6333,82.53,71,100,4.14,overcast clouds
358,Libreville,GA,0.3925,9.4537,75.22,94,75,5.75,broken clouds
359,Solnechnyy,RU,50.7214,136.6319,70.74,70,96,2.37,overcast clouds
360,Valparaiso,CL,-33.0393,-71.6273,53.47,94,75,3.44,broken clouds
361,Guasdualito,VE,7.2424,-70.7324,72.99,97,100,3.67,overcast clouds
362,Seki,JP,34.85,136.4,86.92,83,100,6.53,moderate rain
363,Yerofey Pavlovich,RU,53.9667,121.9667,74.1,78,100,7.54,light rain
364,Hofn,IS,64.2539,-15.2082,51.44,85,100,4.9,overcast clouds
365,Lamar,US,33.6668,-95.5836,87.64,54,0,6.91,clear sky
366,Hongjiang,CN,27.11,109.9956,98.22,38,47,9.64,scattered clouds
367,Vila Franca Do Campo,PT,37.7167,-25.4333,72.19,94,26,3.83,scattered clouds
368,Riyadh,SA,24.6877,46.7219,87.94,13,81,6.51,broken clouds
369,Dalvik,IS,65.9702,-18.5286,53.04,88,100,6.78,overcast clouds
370,Ambanja,MG,-13.6833,48.45,67.93,70,33,2.93,scattered clouds
371,Kirakira,SB,-10.4544,161.9205,82.26,77,99,6.58,heavy intensity rain
372,Boden,SE,65.8252,21.6886,60.8,95,97,4.7,overcast clouds
373,Maniitsoq,GL,65.4167,-52.9,41.22,90,85,9.1,overcast clouds
374,Charters Towers,AU,-20.1,146.2667,76.6,37,0,10.98,clear sky
375,Chapada Dos Guimaraes,BR,-15.4606,-55.7497,65.86,39,12,5.57,few clouds
376,Makakilo City,US,21.3469,-158.0858,79.12,64,100,17.27,overcast clouds
377,Kloulklubed,PW,7.0419,134.2556,79.3,71,48,4.54,scattered clouds
378,Mawlaik,MM,23.6333,94.4167,94.68,51,75,0.76,broken clouds
379,Foz,ES,43.5692,-7.2544,62.22,90,99,5.14,overcast clouds
380,Santa Maria,BR,-29.6842,-53.8069,61.9,100,100,4.61,fog
381,Jalu,LY,29.0331,21.5482,81.36,38,8,7.14,clear sky
382,Zaqatala,AZ,41.6336,46.6433,70.27,83,40,6.91,scattered clouds
383,Port Blair,IN,11.6667,92.75,87.84,74,40,5.75,scattered clouds
384,Dunedin,NZ,-45.8742,170.5036,45.97,95,100,8.57,moderate rain
385,Sarakhs,IR,36.5449,61.1577,89.74,40,0,4.61,clear sky
386,Borovoy,RU,55.4333,86.0833,69.08,77,0,6.71,clear sky
387,Murgab,TM,37.4966,61.9714,85.87,39,0,11.5,clear sky
388,Laguna,US,38.421,-121.4238,80.4,56,0,8.05,clear sky
389,San Rafael,AR,-34.6177,-68.3301,46.63,82,93,7.52,overcast clouds
390,Bairiki,KI,1.3292,172.9752,86.0,70,40,13.8,scattered clouds
391,Padang,ID,-0.9492,100.3543,78.85,63,78,4.92,light rain
392,Serik,TR,36.9169,31.0989,86.25,31,0,6.98,clear sky
393,Kudinovo,RU,54.9994,36.2533,70.2,81,0,2.21,clear sky
394,Tomatlan,MX,19.9333,-105.25,76.89,86,100,3.83,overcast clouds
395,Okhotsk,RU,59.3833,143.3,65.08,75,18,8.37,few clouds
396,Muli,MV,2.9167,73.5667,82.22,76,55,15.66,broken clouds
397,Suba,PH,10.8438,121.0102,84.92,74,84,15.41,broken clouds
398,Ngunguru,NZ,-35.6167,174.5,59.56,72,3,8.48,clear sky
399,Carutapera,BR,-1.195,-46.02,75.51,91,82,5.1,broken clouds
400,Benicarlo,ES,40.4165,0.4271,75.56,54,23,4.56,few clouds
401,Staryy Nadym,RU,65.6118,72.6842,56.12,69,95,8.72,overcast clouds
402,Pontes E Lacerda,BR,-15.2261,-59.3353,70.59,47,45,2.39,scattered clouds
403,Juruti,BR,-2.1522,-56.0922,76.24,78,88,2.26,overcast clouds
404,Berlevag,NO,70.8578,29.0864,60.6,94,100,3.44,light rain
405,Kahului,US,20.8947,-156.47,82.42,68,75,21.85,broken clouds
406,Santa Engracia,ES,41.9406,-1.3245,63.99,75,0,13.73,clear sky
407,Muchkapskiy,RU,51.8513,42.4717,72.43,73,13,6.71,few clouds
408,Ryotsu,JP,38.0833,138.4333,81.54,76,61,2.46,broken clouds
409,Malindi,KE,-3.2175,40.1191,75.36,78,75,6.91,broken clouds
410,Jasper,US,37.2001,-94.3502,92.23,56,0,5.75,clear sky
411,Cubuk,TR,40.2386,33.0322,65.77,72,0,4.61,clear sky
412,Herat,AF,34.5,62.0,88.5,21,1,11.01,clear sky
413,Kirkland Lake,CA,48.1446,-80.0377,61.09,88,100,4.5,overcast clouds
414,Cliza,BO,-17.6,-65.9333,53.56,69,78,3.13,broken clouds
415,Glenwood Springs,US,39.5505,-107.3248,70.83,56,0,1.01,clear sky
416,Fare,PF,-16.7,-151.0167,78.57,72,9,7.54,clear sky
417,Gigmoto,PH,13.7796,124.39,88.56,66,92,7.02,overcast clouds
418,Bondoukou,CI,8.0333,-2.8,69.3,98,96,6.58,overcast clouds
419,Silikatnyy,RU,53.9896,48.3275,69.87,79,32,6.64,scattered clouds
420,Realeza,BR,-25.7689,-53.5325,59.5,84,3,3.76,clear sky
421,Manzanillo,CU,20.3433,-77.1167,75.67,87,76,3.83,broken clouds
422,Vostok,RU,46.4856,135.8833,79.61,55,38,7.94,scattered clouds
423,Cabo San Lucas,MX,22.8909,-109.9124,87.1,63,33,12.84,scattered clouds
424,Avera,US,33.194,-82.5271,80.11,70,85,4.25,overcast clouds
425,Tahoua,NE,14.8888,5.2692,82.04,64,24,15.88,few clouds
426,Yarmouth,US,41.7057,-70.2286,69.85,88,0,0.0,clear sky
427,Waipawa,NZ,-41.4122,175.5153,49.91,90,100,2.98,overcast clouds
428,Arkhara,RU,49.4212,130.0842,87.53,56,26,2.35,scattered clouds
429,Rawson,AR,-43.3002,-65.1023,44.94,95,100,9.51,light rain
430,Saint Anthony,US,45.0205,-93.218,69.75,89,0,12.66,clear sky
431,Mingshui,CN,36.7167,117.5,89.47,52,0,3.87,clear sky
432,Mutoko,ZW,-17.397,32.2268,49.33,92,6,1.72,clear sky
433,Mahibadhoo,MV,3.7833,72.9667,81.81,76,61,15.03,broken clouds
434,Beringovskiy,RU,63.05,179.3167,47.53,97,100,3.58,light rain
435,Saint-Joseph,RE,-21.3667,55.6167,70.21,77,26,9.66,scattered clouds
436,Pedasi,PA,7.5333,-80.0333,79.07,79,67,3.18,broken clouds
437,Matara,LK,5.9485,80.5353,83.16,75,100,4.45,overcast clouds
438,Deputatskiy,RU,69.3,139.9,63.25,46,82,11.86,broken clouds
439,Stephenville,US,32.2207,-98.2023,90.86,37,40,8.05,scattered clouds
440,Korenovsk,RU,45.4686,39.4519,71.92,66,58,6.11,broken clouds
441,Lagoa,PT,39.05,-27.9833,72.46,88,28,13.76,scattered clouds
442,Hajnowka,PL,52.7433,23.5812,60.03,92,100,1.01,overcast clouds
443,Dicabisagan,PH,17.0818,122.4157,86.63,73,100,2.28,overcast clouds
444,Tupik,RU,54.4253,119.9327,73.49,78,100,8.21,light rain
445,Wamba,NG,8.9333,8.6,70.61,98,99,2.39,overcast clouds
446,Oranjemund,NA,-28.55,16.4333,51.31,88,10,5.84,clear sky
447,Coron,PH,11.9986,120.2043,85.71,72,100,8.37,overcast clouds
448,Pombas,CV,17.1503,-25.0201,76.78,86,31,4.29,scattered clouds
449,Akyab,MM,20.15,92.9,86.27,68,15,5.59,few clouds
450,Port Augusta,AU,-32.5,137.7667,63.61,35,100,5.26,overcast clouds
451,Agnibilekrou,CI,7.1344,-3.2047,70.21,97,100,4.23,overcast clouds
452,Camocim,BR,-2.9022,-40.8411,73.18,87,64,8.61,broken clouds
453,Nsanje,MW,-16.92,35.262,61.11,91,8,1.66,clear sky
454,Zyryanka,RU,65.75,150.85,62.69,37,51,13.24,broken clouds
455,Ariquemes,BR,-9.9133,-63.0408,72.34,52,51,1.05,broken clouds
456,Tyrma,RU,50.0833,132.1667,84.85,52,21,3.31,few clouds
457,Casper,US,42.8666,-106.3131,72.19,47,0,13.8,clear sky
458,Tananger,NO,58.9333,5.6,51.78,88,75,17.27,broken clouds
459,Cangzhou,CN,38.3167,116.8667,92.5,42,12,5.86,few clouds
460,Goundam,ML,16.4145,-3.6708,91.76,20,100,8.05,overcast clouds
461,Gryazovets,RU,58.88,40.2525,68.99,86,8,6.29,clear sky
462,Stykkisholmur,IS,65.0757,-22.7297,53.47,95,100,15.26,overcast clouds
463,Meadow Lake,US,34.8014,-106.5436,78.28,55,75,1.3,broken clouds
464,Khartoum,SD,15.5518,32.5324,81.01,70,87,4.0,overcast clouds
465,Puerto Madryn,AR,-42.7692,-65.0385,45.36,95,100,12.28,moderate rain
466,Atambua,ID,-9.1061,124.8925,82.33,48,56,4.07,broken clouds
467,Taoudenni,ML,22.6783,-3.9836,92.8,11,0,9.64,clear sky
468,Labrea,BR,-7.2586,-64.7981,74.35,61,96,0.58,overcast clouds
469,Sumbawanga,TZ,-7.9667,31.6167,53.33,72,48,2.44,scattered clouds
470,Awbari,LY,26.5921,12.7805,76.37,19,0,7.16,clear sky
471,Wum,CM,6.3833,10.0667,63.99,98,100,2.42,light rain
472,Esna,EG,25.2934,32.554,80.62,13,4,8.3,clear sky
473,Chapais,CA,49.7834,-74.8492,46.18,96,32,3.94,scattered clouds
474,Pangnirtung,CA,66.1451,-65.7125,46.31,82,55,2.93,broken clouds
475,Jackson,US,42.4165,-122.8345,93.07,27,0,10.36,clear sky
476,Adelaide,AU,-34.9333,138.6,60.93,65,75,14.97,broken clouds
477,Inhambane,MZ,-23.865,35.3833,62.02,76,0,2.3,clear sky
478,Port-Gentil,GA,-0.7193,8.7815,73.98,80,95,11.1,overcast clouds
479,Georgiyevka,KZ,43.0369,74.7114,91.44,27,0,13.42,clear sky
480,Aklavik,CA,68.2191,-135.0107,60.44,36,100,16.71,overcast clouds
481,Kokoda,PG,-8.8785,147.7407,83.79,72,52,5.91,broken clouds
482,Tazovskiy,RU,67.4667,78.7,53.62,70,24,6.15,few clouds
483,Yambio,SS,4.5721,28.3955,68.38,98,100,2.64,overcast clouds
484,Mkushi,ZM,-13.6202,29.3939,50.92,91,0,5.82,clear sky
485,Crateus,BR,-5.1783,-40.6775,69.96,56,80,4.32,broken clouds
486,Yumen,CN,40.2833,97.2,90.7,8,4,15.39,clear sky
487,Sabha,LY,27.0377,14.4283,76.96,20,0,8.88,clear sky
488,Katherine,AU,-14.4667,132.2667,86.32,21,11,12.66,few clouds
489,Naze,JP,28.3667,129.4833,76.12,71,20,6.96,moderate rain
490,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,72.64,97,91,1.81,overcast clouds
491,Yurla,RU,59.3259,54.3223,62.91,52,41,6.26,scattered clouds
492,Zhezkazgan,KZ,47.8043,67.7144,82.38,36,0,11.18,clear sky
493,Erenhot,CN,43.6475,111.9767,85.26,18,65,14.05,broken clouds
494,Hinton,CA,53.4001,-117.5857,61.39,78,44,2.21,scattered clouds
495,Susanville,US,40.4163,-120.653,82.24,24,0,6.91,clear sky
496,Nemuro,JP,43.3236,145.575,66.7,95,100,7.45,overcast clouds
497,Vung Tau,VN,10.346,107.0843,82.4,74,99,8.66,overcast clouds
498,Drezdenko,PL,52.8383,15.8308,60.46,69,32,7.09,scattered clouds
499,Mackay,AU,-21.15,149.2,65.93,57,0,18.12,clear sky
500,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,73.42,38,3,6.04,clear sky
501,Zaysan,KZ,47.4667,84.8667,85.15,18,99,9.8,overcast clouds
502,Boddam,GB,57.4667,-1.7833,52.48,84,16,8.25,few clouds
503,Broken Hill,AU,-31.95,141.4333,58.5,38,62,8.88,broken clouds
504,Trairi,BR,-3.2778,-39.2689,76.55,83,86,10.78,overcast clouds
505,Shache,CN,38.4167,77.2406,100.67,11,21,4.14,few clouds
506,Malanville,BJ,11.8685,3.3899,76.19,83,86,8.7,overcast clouds
507,Alta Gracia,AR,-31.6529,-64.4283,60.37,88,67,4.16,broken clouds
508,Rudnogorsk,RU,57.2639,103.7519,68.41,49,82,7.43,broken clouds
509,Oum Hadjer,TD,13.2954,19.6966,74.97,79,100,15.97,overcast clouds
510,Hayden,US,47.766,-116.7866,82.96,54,0,3.44,clear sky
511,Sauteurs,GD,12.2167,-61.6333,80.24,75,13,17.0,few clouds
512,Tabas,IR,33.5959,56.9244,98.1,22,80,5.39,broken clouds
513,Sokolo,ML,14.7328,-6.1219,83.21,60,83,16.82,broken clouds
514,Awjilah,LY,29.1081,21.2869,80.73,39,5,7.14,clear sky
515,Viedma,AR,-40.8135,-62.9967,49.05,97,100,1.54,overcast clouds
516,Abu Dhabi,AE,24.4667,54.3667,87.96,62,0,10.36,clear sky
517,Hutang,CN,31.5333,119.4833,95.95,54,1,2.04,clear sky
518,Tura,IN,25.5198,90.2201,81.91,77,39,3.49,scattered clouds
519,Eyrarbakki,IS,63.863,-21.1481,55.45,99,100,15.59,light rain
520,Elat,IL,29.5581,34.9482,86.47,29,0,7.47,clear sky
521,Batagay-Alyta,RU,67.8006,130.4114,79.03,42,97,3.91,overcast clouds
522,Prieska,ZA,-29.6641,22.7474,52.74,56,40,3.65,scattered clouds
523,Saint-Paul,RE,-21.0096,55.2707,72.36,68,11,1.77,few clouds
524,Kelheim,DE,48.9167,11.8667,62.24,73,96,3.33,overcast clouds
525,Kankon,IN,15.0167,74.0167,81.91,75,92,2.73,overcast clouds
526,Birjand,IR,32.8663,59.2211,88.27,19,32,4.61,haze
527,Esso,RU,55.9333,158.7,63.68,56,100,7.81,overcast clouds
528,Isiro,CD,2.7739,27.616,66.29,100,100,0.67,overcast clouds
529,Ahuimanu,US,21.4447,-157.8378,80.31,71,40,17.27,scattered clouds
530,Caorle,IT,45.5966,12.8758,75.72,73,100,13.38,light rain
531,Iquique,CL,-20.2208,-70.1431,59.04,77,72,3.47,broken clouds
532,Pemberton,CA,50.3164,-122.8027,80.02,52,6,2.24,clear sky
533,Ukiah,US,39.1502,-123.2078,80.49,36,0,5.75,clear sky
534,Puerto Madero,MX,14.7208,-92.4215,75.4,100,75,0.0,broken clouds
535,Petrolina,BR,-9.3986,-40.5008,69.85,83,40,12.66,scattered clouds
536,Pacifica,US,37.6138,-122.4869,63.99,92,20,10.36,mist
537,Half Moon Bay,US,37.4636,-122.4286,65.91,86,100,10.36,mist
538,Eydhafushi,MV,5.1033,73.0708,81.79,77,95,14.58,overcast clouds
539,Leningradskiy,RU,69.3833,178.4167,36.41,92,100,4.41,overcast clouds
540,Mandalgovi,MN,45.7625,106.2708,66.81,38,2,9.6,clear sky
541,Nanakuli,US,21.3906,-158.1547,80.55,61,100,10.36,overcast clouds
542,Beysehir,TR,37.6773,31.7246,71.13,36,0,3.51,clear sky
543,Bindi,SL,9.9167,-11.45,70.03,99,100,3.06,light rain
544,Velka Nad Velickou,CZ,48.8826,17.5206,60.96,97,55,3.51,broken clouds
545,Villazon,BO,-22.0866,-65.5942,41.16,86,55,1.63,broken clouds
546,Ambalavao,MG,-21.8333,46.9333,58.14,79,43,3.15,scattered clouds
547,Port Said,EG,31.2565,32.2841,80.58,83,0,4.61,clear sky
548,Fukue,JP,32.6881,128.8419,86.36,62,20,4.61,few clouds
549,Carauari,BR,-4.8828,-66.8958,74.07,87,10,1.59,clear sky
550,Linxia,CN,35.6003,103.2064,76.01,39,28,4.34,scattered clouds
551,Dolores,AR,-36.3132,-57.6792,60.33,99,100,2.39,heavy intensity rain
552,Central Point,US,42.376,-122.9164,93.33,27,0,10.36,clear sky
553,Bezhetsk,RU,57.7851,36.6965,70.57,82,58,6.78,broken clouds
554,Dodola,ET,6.9833,39.1833,53.2,90,100,2.01,light rain
555,Barras,BR,-4.2444,-42.2944,68.79,93,99,2.71,overcast clouds
556,Iranshahr,IR,27.2025,60.6848,86.34,54,40,6.91,scattered clouds
557,Soyo,AO,-6.1349,12.3689,68.52,92,83,3.53,broken clouds
558,Ust-Omchug,RU,61.15,149.6333,60.53,74,100,9.22,overcast clouds
559,Manono,CD,-7.3,27.4167,69.98,47,88,4.52,overcast clouds
560,Sakaraha,MG,-22.9,44.5333,57.76,73,0,3.8,clear sky
561,Annau,TM,37.8876,58.516,87.3,37,40,4.61,scattered clouds
562,Timmins,CA,48.4669,-81.3331,60.62,77,20,4.61,few clouds
563,Borovskoy,KZ,53.8,64.15,69.22,78,100,14.16,overcast clouds
564,Nouadhibou,MR,20.931,-17.0347,78.78,83,4,9.22,clear sky
565,Talcahuano,CL,-36.7167,-73.1167,53.28,100,100,4.61,overcast clouds
566,Yabassi,CM,4.457,9.9682,71.64,99,99,0.85,light rain
567,Pochutla,MX,15.7432,-96.4661,76.82,93,89,3.15,overcast clouds
568,Skibbereen,IE,51.55,-9.2667,53.11,76,100,2.42,overcast clouds
569,Antalaha,MG,-14.9003,50.2788,68.72,74,53,6.38,broken clouds
570,Mumford,GH,5.2618,-0.759,74.01,91,93,8.55,light rain
571,Kumluca,TR,36.3703,30.2869,89.65,35,0,1.43,clear sky
572,San Cristobal Verapaz,GT,15.3833,-90.4,58.64,98,53,0.78,broken clouds
573,Nyurba,RU,63.2842,118.3319,90.34,44,6,8.34,clear sky
574,Baykit,RU,61.67,96.37,69.4,82,100,1.34,light rain
575,Olafsvik,IS,64.8945,-23.7142,52.79,97,100,16.82,light rain
576,Byron Bay,AU,-28.65,153.6167,66.94,38,0,7.49,clear sky
577,Kabompo,ZM,-13.5927,24.2008,45.91,71,0,4.7,clear sky
578,Mayumba,GA,-3.432,10.6554,68.16,93,45,4.5,scattered clouds
579,Aleksandrov Gay,RU,50.147,48.5704,78.64,48,58,5.95,broken clouds
580,Codrington,AU,-38.2667,141.9667,56.08,80,100,15.26,overcast clouds
581,Paranavai,BR,-23.0731,-52.4653,65.21,54,0,4.72,clear sky
582,Pacific Grove,US,36.6177,-121.9166,60.91,88,75,4.61,broken clouds
583,Itoman,JP,26.1247,127.6694,89.98,77,40,14.97,scattered clouds
584,Sioux Lookout,CA,50.1001,-91.917,62.67,77,100,4.61,overcast clouds
585,Havoysund,NO,70.9963,24.6622,53.83,98,100,11.12,light rain
586,Otane,NZ,-39.8833,176.6333,61.02,86,79,8.59,broken clouds
587,Alta Floresta,BR,-9.8756,-56.0861,70.25,51,43,4.05,scattered clouds
588,Russell,US,32.3502,-85.1999,80.2,71,59,3.71,broken clouds
589,Manado,ID,1.487,124.8455,86.77,70,40,5.75,scattered clouds
590,Ornskoldsvik,SE,63.2909,18.7153,58.15,88,100,10.36,overcast clouds
591,Wuhu,CN,31.3366,118.3755,94.64,57,53,1.41,broken clouds
592,Mineiros,BR,-17.5694,-52.5511,62.69,41,0,2.55,clear sky
593,Papara,BR,-3.9839,-38.7273,75.6,94,100,4.79,overcast clouds
594,Zasheyek,RU,67.4066,32.5499,60.94,92,99,8.16,overcast clouds
595,Urdoma,RU,61.7533,48.5442,67.14,48,30,3.67,scattered clouds
596,Nishihara,JP,26.1842,127.7558,89.26,76,40,14.97,scattered clouds
597,Gold Coast,AU,-28.0,153.4333,71.24,52,0,5.75,clear sky
598,Adrar,MR,20.5022,-10.0711,93.81,28,25,17.38,scattered clouds
599,Hamilton,US,39.1834,-84.5333,72.45,94,0,0.0,mist
600,Kedougou,SN,12.5579,-12.1743,73.6,98,100,2.62,moderate rain
601,Spencer,US,43.1414,-95.1444,71.71,83,0,6.91,clear sky
602,Kabwe,ZM,-14.4469,28.4464,51.44,88,0,6.85,clear sky
603,Porteirinha,BR,-15.7433,-43.0283,60.31,80,0,7.02,clear sky
604,Cheremukhovo,RU,60.3484,59.9851,63.55,51,27,3.11,scattered clouds
605,Baksheyevo,RU,55.7086,39.8767,73.18,72,5,3.24,clear sky
606,Agawam,US,42.0695,-72.6148,66.61,86,0,6.91,clear sky
607,Ahipara,NZ,-35.1667,173.1667,58.6,86,38,10.78,scattered clouds
608,Salta,AR,-24.7859,-65.4117,66.79,80,75,3.44,broken clouds
609,Espanola,US,35.9911,-106.0806,67.64,69,100,1.36,moderate rain
610,Itarema,BR,-2.9248,-39.9167,76.53,81,57,12.73,broken clouds
611,Ostrogozhsk,RU,50.8664,39.0756,69.48,76,6,1.95,clear sky
612,Pointe Michel,DM,15.25,-61.3833,79.75,74,3,11.92,clear sky
613,Loandjili,CG,-4.7561,11.8578,68.11,100,75,1.14,mist
614,Salalah,OM,17.0151,54.0924,75.29,100,100,5.75,light intensity drizzle
615,San Luis,AR,-33.295,-66.3356,49.33,97,100,9.62,overcast clouds
616,Pokhara,NP,28.2333,83.9833,73.15,94,100,0.94,overcast clouds
617,Ulladulla,AU,-35.35,150.4667,62.24,44,4,10.31,clear sky
618,Sasovo,RU,54.3537,41.9199,73.67,70,10,6.4,clear sky
619,Enumclaw,US,47.2043,-121.9915,81.59,70,0,4.76,clear sky
620,Hasaki,JP,35.7333,140.8333,93.29,80,69,20.74,broken clouds
621,Metro,ID,-5.1131,105.3067,85.64,65,97,4.52,overcast clouds
622,San Policarpo,PH,12.1791,125.5072,84.56,75,96,3.38,overcast clouds
623,Ivanteyevka,RU,55.9711,37.9208,72.14,72,5,3.44,clear sky
624,Trincomalee,LK,8.5711,81.2335,83.25,73,89,8.16,light rain
625,Launceston,AU,-41.45,147.1667,58.64,61,42,9.22,scattered clouds
626,Akhtubinsk,RU,48.2795,46.1722,79.86,44,6,6.22,clear sky
627,Haimen,CN,23.1935,116.6142,93.09,63,0,8.34,clear sky
628,Manzhouli,CN,49.6,117.4333,78.51,44,0,17.96,clear sky
629,Mehamn,NO,71.0357,27.8492,57.11,100,100,3.44,light rain
630,Kharp,RU,66.8014,65.8081,53.26,74,93,8.16,overcast clouds
631,Ghanzi,BW,-21.5667,21.7833,49.64,57,18,2.95,few clouds
632,Mount Isa,AU,-20.7333,139.5,74.97,27,0,10.36,clear sky
633,Kununurra,AU,-15.7667,128.7333,84.18,23,3,11.5,clear sky
634,Swan Hill,AU,-35.3378,143.5544,59.72,48,90,13.8,overcast clouds
635,Badou,TG,7.5833,0.6,71.76,96,100,2.95,overcast clouds
636,Safaga,EG,26.7292,33.9365,86.41,43,1,11.39,clear sky
637,Miri,MY,4.4148,114.0089,80.74,89,40,10.36,light rain
638,Ternovskaya,RU,45.8542,40.4086,70.79,69,81,5.99,broken clouds
639,Tshikapa,CD,-6.4167,20.8,67.73,37,75,3.36,broken clouds
640,Salym,RU,60.0625,71.4789,69.12,49,47,10.76,scattered clouds
641,Yaan,NG,7.3833,8.5667,71.49,97,100,5.39,overcast clouds
642,Kiama,AU,-34.6833,150.8667,66.38,49,4,13.8,clear sky
643,Preobrazheniye,RU,42.9019,133.9064,76.41,76,32,3.62,scattered clouds
644,Mujiayingzi,CN,42.1167,118.7833,83.46,50,91,10.38,overcast clouds
645,Traralgon,AU,-38.1833,146.5333,53.55,90,90,6.46,light rain
646,Krechevitsy,RU,58.617,31.401,68.56,72,98,7.07,overcast clouds
647,Nabire,ID,-3.3667,135.4833,84.96,66,100,4.18,light rain
648,Kropotkin,RU,45.4375,40.5756,70.07,75,94,5.86,overcast clouds
649,Kisesa,TZ,-3.0833,34.15,63.19,60,62,9.95,broken clouds
650,Guarare,PA,7.8167,-80.2833,79.2,83,60,1.57,broken clouds
651,Selkirk,CA,50.1436,-96.8845,62.08,84,44,8.52,scattered clouds
652,Asfi,MA,32.2994,-9.2372,70.54,86,0,15.26,clear sky
653,Geraldton,AU,-28.7667,114.6,68.41,56,0,14.97,clear sky
654,Dubai,AE,25.2582,55.3047,88.09,66,0,9.22,clear sky
655,Weligama,LK,5.9667,80.4167,82.78,75,100,4.43,overcast clouds
656,Usinsk,RU,65.9939,57.5281,64.2,55,26,7.92,scattered clouds
657,Bourges,FR,47.25,2.4167,62.19,81,7,4.97,clear sky
658,Kemijarvi,FI,66.7131,27.4306,61.52,91,96,9.57,overcast clouds
659,Arman,RU,59.7,150.1667,79.02,74,62,7.0,broken clouds
660,Merauke,ID,-8.4667,140.3333,81.12,70,72,16.87,broken clouds
661,Kassala,SD,15.451,36.4,76.89,73,99,17.85,overcast clouds
662,Yalutorovsk,RU,56.6536,66.3006,58.08,83,100,7.45,overcast clouds
663,Maragogi,BR,-9.0122,-35.2225,73.06,85,67,10.69,broken clouds
664,Novo Aripuana,BR,-5.1206,-60.3797,77.81,57,90,2.64,overcast clouds
665,Homer,US,59.6425,-151.5483,55.27,73,0,6.91,clear sky
666,Kasongo-Lunda,CD,-6.4667,16.8167,63.73,39,74,0.36,broken clouds
667,Port Hedland,AU,-20.3167,118.5667,87.85,19,2,13.8,clear sky
668,Price,US,39.5994,-110.8107,79.86,38,75,3.44,broken clouds
669,Rincon,US,32.296,-81.2354,82.85,78,0,8.05,clear sky
670,Rapid City,US,44.0805,-103.231,69.22,69,0,10.0,clear sky
671,Todos Santos,MX,23.45,-110.2167,78.04,86,25,7.07,scattered clouds
672,Veere,NL,51.5483,3.6667,61.0,78,47,5.75,scattered clouds
673,Kencong,ID,-8.2833,113.3667,83.1,65,19,9.69,few clouds
674,Betare Oya,CM,5.6,14.0833,66.79,99,100,4.9,overcast clouds
675,Lazaro Cardenas,MX,17.9583,-102.2,79.14,78,76,3.69,broken clouds
676,Boa Esperanca,BR,-21.09,-45.5658,56.34,74,0,4.05,clear sky
677,Ust-Nera,RU,64.5667,143.2,72.54,49,93,4.94,overcast clouds
